"filename", "language", "JSON with Comments", "TypeScript", "JSON", "Markdown", "JavaScript", "TypeScript JSX", "YAML", "XML", "Visual Basic", "PostCSS", "HTML", "comment", "blank", "total"
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\Expressions\TermRule.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\Expressions\VariableFactorRule.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\ForExpressionRule.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\ForRule.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\FunctionCallRule.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\FunctionRule.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\IfRule.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\ModuleRule.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\NewLineRule.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\PrintRule.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\ReturnRule.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\RootRule.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\VariableListRule.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\VariableRule.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 64
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\parserRules\rules\WhileRule.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\symbolTypes.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\tokens.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 56
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\autoload.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\index.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\helpers\transpilerHelpers.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\AddRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\AndRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ArrayAssignRule.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ArrayListRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ArrayLookupRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\AssignRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\BlockRule.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\CallRule.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\CallTermRule.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\CloneRule.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\DimRule.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\DivideRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\EmptyRule.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ExpressionListRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ExpressionRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ForRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\FunctionCallRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\FunctionDeclRule.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\FunctionReturnRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\FunctionTermRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\IfRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\InRule.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\MultiplyRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\NotRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\OrRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ParenRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\PrintRule.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\RelationRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\RootRule.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\SubtractRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\TermRule.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\ToRule.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\VariableDimRule.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\VariableListRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\jsRules\ruleSets\WhileRule.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\symbolRules.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\terminationRules.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\transpilerRules\transpilerRules.ts", "TypeScript", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 220
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\validators\BaseArithmaticValidatorNode.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\validators\BaseAssignableValidatorNode.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\validators\BaseBooleanArithmaticValidatorNode.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\validators\BaseConditionalValidatorNode.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\Basic4WebGL\validators\BaseParameterValidatorNode.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\builtInTypes\builtInTypeFactory.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\builtInTypes\index.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\compiler\types.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\errors.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\helpers.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\lexer\index.ts", "TypeScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 95
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\lexer\resolverHelpers.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\lexer\tokens\Token.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\lexer\tokens\TokenResolverRule.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\lexer\tokens\tokenStream.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 45
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\parser\ParserResults.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\parser\ParserRule.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\parser\index.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 61
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\parser\parserRuleFactory.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\parser\rulesHelper.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\symbols\index.ts", "TypeScript", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 250
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\transpiler\IGeneratable.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\transpiler\index.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\transpiler\transpilerRuleFactory.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\transpiler\types.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\tree\IValidatable.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\tree\index.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\jsnap\source\repos\Basic4WebGL\src\lib\CompilerLib\tree\validator.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\jsnap\source\repos\Basic4WebGL\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\jsnap\source\repos\Basic4WebGL\src\monacoHelpers\index.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47
"c:\Users\jsnap\source\repos\Basic4WebGL\src\pages\EditPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 6, 15, 142
"c:\Users\jsnap\source\repos\Basic4WebGL\src\pages\ProjectsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\jsnap\source\repos\Basic4WebGL\src\store.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 33
"c:\Users\jsnap\source\repos\Basic4WebGL\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\jsnap\source\repos\Basic4WebGL\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\helpers.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\lexer\lexer.test.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\parser\mocks\mockHelloWorld.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\parser\parser.test.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\conditionals.test.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 57
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\coreConstructs.test.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 67
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\conditionals\forResult.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\conditionals\ifResult.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\conditionals\whileResult.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\coreConstructs\helloworldResult.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\coreConstructs\methodCallResult.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\coreConstructs\methodResult.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\lib\Basic4WebGL\integration\transpiler\mocks\coreConstructs\moduleCallResult.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\conditionals\forTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\conditionals\ifTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\conditionals\whileTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\coreConstructs\methodCallTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\coreConstructs\methodTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\coreConstructs\moduleCallTest.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\helloworld.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\jsnap\source\repos\Basic4WebGL\tests\sampleFiles\modules\Talk.bas", "Visual Basic", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\jsnap\source\repos\Basic4WebGL\tsconfig.json", "JSON with Comments", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 33
"c:\Users\jsnap\source\repos\Basic4WebGL\tsconfig.node.json", "JSON", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\jsnap\source\repos\Basic4WebGL\vite.config.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"Total", "-", 64, 4849, 5588, 5, 268, 646, 2204, 1, 25, 3, 67, 59, 1242, 15021
